1.000000000000000000e+00,3.990861893853977203e+09,5.000002840687400862e+01,-4.469961814630064367e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.552799666029816493e+06,0.000000000000000000e+00
2.000000000000000000e+00,3.990830514079477310e+09,1.416359428172308981e+02,5.495870298952699073e+00,1.907449734538136710e+00,nan,nan,nan,nan,nan,nan,nan,nan,7.846324255895252842e-01,2.153675744104747158e-01,nan,nan,nan,nan,nan,nan,nan,nan,8.653965195326502435e+05,0.000000000000000000e+00
3.000000000000000000e+00,3.990831885190352440e+09,1.918327255380687006e+02,1.283180789668819166e+01,1.021184297184951895e+01,6.240877205718003751e+00,nan,nan,nan,nan,nan,nan,nan,3.886981138405565250e-01,4.223813410337885488e-01,1.889205451256549262e-01,nan,nan,nan,nan,nan,nan,nan,2.394641493433102441e+05,0.000000000000000000e+00
4.000000000000000000e+00,3.990830397612519741e+09,1.972231128629134957e+02,2.029819486045083465e+01,1.353106433354150795e+01,1.070529865320129659e+01,6.707710470129338631e+00,nan,nan,nan,nan,nan,nan,1.352208967426917763e-01,3.002820866990438819e-01,3.816009455959233909e-01,1.828960709623409508e-01,nan,nan,nan,nan,nan,nan,4.492258285652509221e+04,0.000000000000000000e+00
5.000000000000000000e+00,3.990830267199398994e+09,2.019269431052873074e+02,2.313002756992569786e+01,1.957007339667166690e+01,1.409441336280227830e+01,1.115038805708681835e+01,7.118025080593817222e+00,nan,nan,nan,nan,nan,1.131256178032616910e-01,7.214104634604640021e-02,2.695850419222277639e-01,3.648705294991030357e-01,1.802777644293611647e-01,nan,nan,nan,nan,nan,8.293715828787502687e+03,0.000000000000000000e+00
6.000000000000000000e+00,3.990830676750122547e+09,2.045205787697408368e+02,2.388238184925266694e+01,2.116376610205600173e+01,1.871940641005973305e+01,1.434035484530666515e+01,1.139940496706345030e+01,7.345400981443077626e+00,nan,nan,nan,nan,9.112615265692780575e-02,6.661007085774967029e-02,3.919593793803033410e-02,2.633357934247743115e-01,3.600571981629997476e-01,1.796748469595181863e-01,nan,nan,nan,nan,1.683426359454520934e+03,0.000000000000000000e+00
7.000000000000000000e+00,3.998967471698934555e+09,2.049311169169788513e+02,2.672923234208388266e+01,2.366348218155513194e+01,2.106581511046177013e+01,1.869859431717387821e+01,1.439284971075736763e+01,1.143738191640009561e+01,7.381088178848635550e+00,nan,nan,nan,3.630368324805466340e-02,7.218994071094064768e-02,5.941989242860340470e-02,3.764529660605275829e-02,2.582396951579075672e-01,3.572276777099736567e-01,1.789738141384673575e-01,nan,nan,nan,5.147830262162583495e+02,0.000000000000000000e+00
8.000000000000000000e+00,3.999973389120640278e+09,2.051844476465912521e+02,2.695488753691123662e+01,2.399599571465287795e+01,2.162066375654866590e+01,2.005893616299502469e+01,1.840716355228941126e+01,1.441368264421486067e+01,1.146158948345669515e+01,7.403300012705837929e+00,nan,nan,3.407730057868474383e-02,6.168562653004983076e-02,5.323308501092244294e-02,3.164919090461404405e-02,2.695630810176741221e-02,2.569054486376660673e-01,3.566187393298043129e-01,1.788743009064911460e-01,nan,nan,1.523806916710907650e-03,0.000000000000000000e+00
9.000000000000000000e+00,3.999985960981982231e+09,2.051845763722831748e+02,2.695489868285439883e+01,2.399600586530094404e+01,2.162067086874996491e+01,2.005893284573971158e+01,1.840716811897253891e+01,1.441369678584508485e+01,1.146160214571519376e+01,7.403311078294208869e+00,-4.606340303762955557e+00,nan,3.407707322754710555e-02,6.168585181626345948e-02,5.323307947595612433e-02,3.164887937760185732e-02,2.695600895120942031e-02,2.569046670858410319e-01,3.566175297415427603e-01,1.788736208745598799e-01,3.289449478360850776e-06,nan,1.067471763660223774e-03,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
