1,450,0.3,3.4532e+08,1.3773e+07
2,450,0.36667,7.718e+07,4.0193e+06
3,500,0.25,1.505e+08,1.7679e+06
4,500,0.36667,7.1598e+07,1.4249e+06
5,550,0.31667,1.4844e+08,7.281e+05
6,550,0.36667,6.1675e+07,7.2913e+05
7,600,0.25,1.0833e+08,5.2781e+05
8,600,0.26667,6.2683e+07,5.9369e+05
9,650,0.26667,1.582e+08,5.9595e+05
10,650,0.36667,1.2468e+08,4.9831e+05
11,700,0.31667,2.5383e+08,5.6257e+05
12,700,0.38333,1.8979e+08,7.5852e+05
13,750,0.33333,3.2602e+08,8.6819e+05
14,750,0.36667,1.9318e+08,7.4347e+05
15,800,0.3,2.3832e+08,5.2729e+05
16,800,0.33333,1.4234e+08,6.3711e+05
17,825,0.25,1.2727e+08,5.4832e+05
18,850,0.26667,1.6071e+08,5.8393e+05
19,875,0.25,1.6301e+08,4.6856e+05
20,900,0.25,1.5628e+08,3.5938e+05
21,925,0.25,1.2292e+08,3.0391e+05
22,950,0.25,7.954e+07,1.4171e+05
23,975,0.25,5.2453e+07,79618
24,1000,0.25,4.7539e+07,56695
25,1025,0.25,5.1523e+07,90800
26,1050,0.25,5.6134e+07,52096
27,1075,0.25,5.9509e+07,83455
28,1100,0.25,6.0838e+07,94311
29,1100,0.5,7.9551e+07,1.2876e+05
30,1100,1,7.8557e+07,80371
31,1100,2.0167,4.3824e+07,94423
32,1100,3.1167,7.7876e+06,21039
33,1100,8.85,4.8077e+05,739.51
34,1150,0.26667,54.841,0.18248
35,1175,0.25,41.525,0.085453
36,1200,0.25,28.518,0.04996
37,1225,0.98333,24.019,0.026676
38,1250,0.58333,0.41963,0.00090035
39,1275,0.26667,0.016263,9.3567e-05
40,1300,0.3,0.002808,2.2333e-05
41,1550,0.25,0.00020428,1.8347e-06
42,1550,0.25,0,0
