20138,99.98,0.333333333,3168616.45,81143.27982
20139,100.01,0.333333333,2780230.448,68690.34832
20140,100.01,0.333333333,3041686.215,77008.24208
20141,49.63,2,231286.3305,18955.30203
20142,49.63,2,228216.5372,21402.78689
20143,49.63,2,233188.1421,20954.21774
20144,59.86,1.833333333,523589.5562,30188.44044
20148,59.88,1.833333333,527878.6757,28532.99803
20149,59.88,1.833333333,549309.317,25361.69305
20150,69.99,1.5,966656.438,41039.90867
20151,70,1.5,1033454.529,43975.64261
20152,69.99,1.5,1036182.333,40389.22588
20153,80,1.5,2322964.169,61815.97685
20154,80,1.5,2303979.144,61680.34014
20158,80,1.5,2261862.997,69810.16791
20159,90,0.666666667,2212224.502,63807.50446
20160,90,0.666666667,2111485.429,65053.68588
20161,89.99,0.666666667,2208067.377,63860.04311
20162,100,0.5,3340091.869,81736.93559
20163,119.97,0.333333333,8415189.151,164293.9611
20164,119.97,0.333333333,7265383.386,144962.2228
20165,119.97,0.333333333,6572506.392,143127.3218
20169,139.94,0.333333333,20307153.19,345409.7675
20170,139.94,0.333333333,13982760.02,250805.6403
20171,139.95,0.333333333,10742188.25,198032.2872
20172,159.91,0.25,17963808.2,303720.69
20173,159.88,0.25,10672674.84,210362.1626
20174,159.88,0.25,7366964.439,150033.1767
20175,179.87,0.25,10369926.77,195925.1485
20179,179.9,0.25,2943753.374,72639.90216
20180,179.9,0.25,2263714.382,59429.93675
20181,199.88,0.25,3993158.164,91293.68941
20182,199.9,0.25,1232049.216,47393.89689
20183,199.88,0.25,624404.6476,32536.57733
20184,219.87,0.25,938969.0892,36666.05312
20185,219.87,0.25,638137.4253,32899.08254
20189,219.87,0.25,500028.5604,27341.21948
20190,119.93,1,17432.57039,10286.74231
20191,119.99,1.5,13729.08876,9772.895412
20195,139.99,3,113525.2628,17270.2529
20196,139.99,3,102176.9556,13675.12145
20197,179.99,2.5,386895.4338,26423.14888
20198,179.99,2.5,373731.6096,19704.98338
20199,199.94,0.5,172026.076,19733.66322
20200,199.95,0.5,140188.4527,16300.99382
20201,219.93,0.5,284147.936,21704.31148
20202,239.92,0.5,527657.2193,27449.11058
20206,239.92,0.5,348713.5172,22704.53314
20207,239.93,0.5,237399.711,36713.51305
20208,239.92,0.5,225085.1887,19518.08535
20209,259.65,0.5,342130.6203,24181.3077
20210,259.91,0.5,186585.4075,22458.42857
20211,259.91,0.5,192459.3093,16627.76776
20212,279.9,0.5,241825.3298,21150.48006
20216,279.93,0.5,202481.7295,19680.29915
20217,279.93,0.5,107436.5044,14745.71163
20218,299.93,0.5,130758.8023,16015.99628
63,299.93,0.5,16291086.09,241175.5921
64,299.93,0.5,11692959.38,184057.333
65,299.93,0.5,9689079.652,162942.3558
66,299.93,0.5,8296057.891,151690.3713
67,299.93,0.5,7513554.099,133871.6872
68,24.6,1,33875.00429,21865.71762
69,349.97,1,48480904.76,647994.9725
70,349.97,1,24005985.26,360332.6984
71,349.97,1,16367117.51,267828.5744
72,399.95,1,41017816.44,579222.0439
73,399.95,1,16964311.14,247983.1501
74,399.95,1,8390791.313,144368.7003
75,449.94,1,12482755.99,194763.2575
76,449.94,1,480718.8328,33212.45668
77,449.94,1,141102.9768,27156.48722
78,499.94,1,137293.0102,24830.42882
79,499.95,1,44539.76842,22656.49673
80,499.94,1,36654.47969,22776.17978
81,899.63,0.5,493568.7522,32087.79924
82,899.9,0.5,202749.7155,26999.73717
83,999.75,0.5,454953.2306,31787.13799
84,999.68,0.5,274857.4403,28520.33314
