,TC,thr,M,delM,Tplot,Fi,Daa,Daa uncertainty,ln(D/a^2),ln(D/a^2)-del,ln(D/a^2)+del
0,500,0.25,1.23405e-15,2.19458e-18,12.934100756644895,0.007118946569016936,4.422611986712424e-08,6.149873577882446e-11,-16.933950275183303,0.0013905523695860085,0.0013905523695860085
1,500,0.416666667,8.07051e-16,1.54758e-18,12.934100756644895,0.011774635517983092,4.6057131261322514e-08,1.2542590253779812e-10,-16.893383227139577,0.0027232678002923573,0.0027232678002923573
2,550,0.25,1.65795e-15,2.2505100000000002e-18,12.148454109214603,0.021338962298990044,2.76380977017736e-07,5.421658566710246e-10,-15.101485571525089,0.001961661263814957,0.001961661263814957
3,550,0.333333333,1.06573e-15,1.5585e-18,12.148454109214603,0.027486910053941965,1.9646663888267932e-07,3.5858214600146013e-10,-15.442773196729263,0.0018251553955457476,0.0018251553955457476
4,550,0.5,9.55266e-16,1.4632100000000002e-18,12.148454109214603,0.03299761676209685,1.454350086940584e-07,2.6291050174210423e-10,-15.743536525766356,0.0018077525081678987,0.0018077525081678987
5,600,0.25,1.722e-15,1.90855e-18,11.452785890167783,0.042931433051426424,6.582205864732785e-07,9.088261946627948e-10,-14.233725723999395,0.0013807319511719496,0.0013807319511719496
6,600,0.333333333,1.41493e-15,1.9172e-18,11.452785890167783,0.05109383414449326,5.023092130599983e-07,7.80565260103242e-10,-14.504049944610664,0.001553953699849832,0.001553953699849832
7,600,0.5,1.87406e-15,1.85727e-18,11.452785890167783,0.06190484910104436,5.330368419017461e-07,6.280800875854211e-10,-14.444675293402488,0.0011783052093445993,0.0011783052093445993
8,650,0.25,4.23144e-15,3.52322e-18,10.832475762335482,0.08631503934455234,3.1573666556036926e-06,3.220160004806446e-09,-12.665772214617892,0.001019887886347095,0.001019887886347095
9,650,0.333333333,3.69353e-15,2.8181200000000003e-18,10.832475762335482,0.10762215228248931,2.7045458348632127e-06,2.433512661058282e-09,-12.820576558149323,0.0008997860674753036,0.0008997860674753036
10,650,0.5,3.64689e-15,3.3117700000000004e-18,10.832475762335482,0.12866020994067348,2.168973876569673e-06,2.194492750954348e-09,-13.041256370189451,0.0010117654134336714,0.0010117654134336714
11,700,0.25,4.39957e-15,3.7326e-18,10.275908133381288,0.15404030293256996,6.261338414936381e-06,5.869407903881682e-09,-11.981116591402213,0.0009374046753135478,0.0009374046753135478
12,700,0.333333333,3.60247e-15,2.7572100000000004e-18,10.275908133381288,0.1748221119731165,4.4730754857280785e-06,3.74767511524499e-09,-12.31743435779455,0.000837829615709019,0.000837829615709019
13,750,0.25,4.61884e-15,3.5297e-18,9.773737966085129,0.2014671224433877,8.749536768749947e-06,7.228671754610794e-09,-11.646509799710453,0.000826177653247757,0.000826177653247757
14,750,0.333333333,3.31506e-15,2.78993e-18,9.773737966085129,0.220590930241358,5.282690860343259e-06,4.692325725369335e-09,-12.151074957423944,0.0008882453752110032,0.0008882453752110032
15,800,0.25,4.01723e-15,3.25869e-18,9.318361831989936,0.24376539296608707,9.390925819157478e-06,8.004855002232664e-09,-11.575766673314996,0.0008524031768947391,0.0008524031768947391
16,800,0.333333333,2.94158e-15,2.3804200000000003e-18,9.318361831989936,0.26073468177001624,5.603166291947642e-06,4.734768802152227e-09,-12.092178710730405,0.0008450166487038952,0.0008450166487038952
17,850,0.25,3.84833e-15,2.8077700000000002e-18,8.903530249744023,0.28293479979598357,1.0532648966863111e-05,8.047365473979781e-09,-11.461030699650594,0.0007640400339266686,0.0007640400339266686
18,850,0.333333333,2.95972e-15,2.35005e-18,8.903530249744023,0.3000087340281871,6.514314613663715e-06,5.357458753075284e-09,-11.94150855420106,0.0008224132653707059,0.0008224132653707059
19,900,0.25,4.61559e-15,3.3421100000000002e-18,8.524059156970548,0.3266349960066231,1.4560566471777768e-05,1.090849927580135e-08,-11.13719360992386,0.0007491809674400312,0.0007491809674400312
20,900,0.333333333,3.70548e-15,2.7791100000000002e-18,8.524059156970548,0.34801104570684666,9.438697397110213e-06,7.283710655580284e-09,-11.570692574922285,0.000771686001694502,0.000771686001694502
21,950,0.25,5.25688e-15,3.4645600000000003e-18,8.175612148959653,0.3783367600942165,1.922219777076811e-05,1.3041488409920204e-08,-10.859444812844488,0.0006784597976487823,0.0006784597976487823
22,950,0.333333333,3.82378e-15,4.29276e-18,8.175612148959653,0.40039525489724365,1.12427496419449e-05,1.2617604113949918e-08,-11.395787113349513,0.0011222880981780164,0.0011222880981780164
23,1000,0.25,4.68452e-15,2.4262700000000003e-18,7.854534029768684,0.4274191579655887,1.9522185265562417e-05,1.0586963036237557e-08,-10.843959033165229,0.0005423041986448722,0.0005423041986448722
24,1000,0.333333333,3.4104e-15,2.9647700000000002e-18,7.854534029768684,0.4470929599825048,1.1260631956657478e-05,9.855373416240956e-09,-11.394197812790548,0.0008752060678454455,0.0008752060678454455
25,1050,0.25,4.60518e-15,3.7305200000000005e-18,7.557722102558288,0.47365916909940076,2.1346156570251337e-05,1.7316302768090672e-08,-10.754638854623952,0.0008112140802069824,0.0008112140802069824
26,1050,0.333333333,3.776e-15,3.0465700000000004e-18,7.557722102558288,0.4954420322286159,1.3816331037421307e-05,1.1188103629086753e-08,-11.189659256968227,0.0008097738537665287,0.0008097738537665287
27,1100,0.25,6.46735e-15,4.0359800000000005e-18,7.282525579871098,0.5327506656657794,3.347582037849004e-05,2.0903482044805164e-08,-10.30468715948823,0.0006244352433626015,0.0006244352433626015
28,1100,0.5,5.98387e-15,3.3072300000000004e-18,7.282525579871098,0.5672702157698623,1.656850917072556e-05,9.246241051848251e-09,-11.008006702165188,0.000558061136133188,0.000558061136133188
29,1100,1.0,6.76453e-15,3.85831e-18,7.282525579871098,0.6062932113004421,1.0639516520777648e-05,6.156502530092175e-09,-11.450935514859731,0.000578644952340578,0.000578644952340578
30,1100,2.0,7.54907e-15,4.27419e-18,7.282525579871098,0.6498420350723871,6.59837659920105e-06,3.783399935605228e-09,-11.928686909005455,0.0005733834495083735,0.0005733834495083735
31,1100,3.333333333,6.94857e-15,4.16923e-18,7.282525579871098,0.6899267144298475,4.1060648261264515e-06,2.493856867004859e-09,-12.403045451346413,0.0006073593507673611,0.0006073593507673611
32,1170,0.233333333,2.39521e-14,9.25654e-18,6.929286629941447,0.8281007917490408,0.0002846162076761383,1.0427271708648843e-07,-8.164368924962595,0.0003663625411141,0.0003663625411141
33,1185,0.233333333,1.78415e-14,6.3811e-18,6.858005006343654,0.9310242431579105,0.00044057983141668195,1.7722337621794246e-07,-7.72741889991229,0.00040225031556274764,0.00040225031556274764
34,1200,0.233333333,8.5239e-15,5.0963800000000006e-18,6.788174999151478,0.980196633790092,0.0006020905967174978,3.7163734729286156e-07,-7.415102631092163,0.0006172448952349851,0.0006172448952349851
35,1215,0.233333333,2.81897e-15,2.8670100000000004e-18,6.719752713100157,0.9964586141066608,0.0008305122718836979,8.451639080913502e-07,-7.093467852519557,0.0010176416853834329,0.0010176416853834329
36,1235,0.233333333,5.45824e-16,1.04279e-18,6.630640188310181,0.9996073454320423,0.0010611431079341638,3.1798573474090993e-06,-6.848408548206262,0.002996633841027959,0.002996633841027959
37,1280,0.233333333,4.93136e-17,4.15573e-19,6.438528152464346,0.9998918240864939,0.0006220018371006252,5.589781760962825e-06,-7.382567511691474,0.008986760854306818,0.008986760854306818
38,1370,0.233333333,1.8752e-17,2.5484400000000003e-19,6.085871648966923,1.0,inf,0.0,inf,0.0,0.0
