1.000000000000000000e+00,4.555903296079702181e-12,6.742147552604231464e+01,-4.490535054323650854e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.361741722204491962e+05
2.000000000000000000e+00,4.556211501677070410e-12,1.073037156765133489e+02,2.435668106588195769e-02,-2.735962296370473723e+00,nan,nan,nan,nan,nan,nan,nan,nan,4.956799758903540631e-01,5.043200241096459369e-01,nan,nan,nan,nan,nan,nan,nan,nan,4.337302375426949002e+05
3.000000000000000000e+00,4.555922925197308739e-12,1.645038200952716352e+02,1.113497628322263466e+01,5.476626888813470373e+00,2.749259236791779415e+00,nan,nan,nan,nan,nan,nan,nan,1.488434291858924396e-01,3.802342223151506939e-01,4.709223484989568664e-01,nan,nan,nan,nan,nan,nan,nan,6.684271901406350662e+04
4.000000000000000000e+00,4.555903485362908608e-12,1.872086051661947863e+02,1.474996914028524309e+01,1.259381857487987233e+01,7.585578510407426478e+00,4.823451454433179464e+00,nan,nan,nan,nan,nan,nan,9.559931858746967270e-02,7.934099934896438056e-02,3.539431340541693283e-01,4.711165480093966185e-01,nan,nan,nan,nan,nan,nan,1.944702139117290790e+04
5.000000000000000000e+00,4.555903456142666228e-12,1.989722239270449791e+02,1.926822668650320480e+01,1.602664642020253893e+01,1.379635261317084094e+01,8.686461253201049004e+00,5.942357768053465605e+00,nan,nan,nan,nan,nan,2.387882040834743425e-02,9.096122698751790692e-02,7.806951960858049544e-02,3.397499704907744889e-01,4.673404625047796745e-01,nan,nan,nan,nan,nan,3.738692240814517618e+02
6.000000000000000000e+00,4.555903789637277355e-12,2.004971307200835611e+02,1.948540371487179712e+01,1.621635321084392345e+01,1.396419002520296537e+01,8.882485768592580655e+00,7.782763283450169212e+00,6.027140654251429197e+00,nan,nan,nan,nan,2.391704437489339252e-02,9.068986021252273266e-02,7.789048903004630597e-02,3.120268097891317205e-01,4.178053225613492794e-02,4.536952643372709204e-01,nan,nan,nan,nan,6.028523465119640434e+00
7.000000000000000000e+00,4.565203690200166404e-12,2.004450891594347581e+02,1.947825344763942468e+01,1.621001692706881769e+01,1.395860307995674177e+01,8.876572176736637232e+00,7.812898364431383413e+00,6.035735913436610645e+00,3.683357882570099662e-01,nan,nan,nan,2.385116806645370957e-02,9.048475069911993129e-02,7.772013901263630231e-02,3.115527306949912312e-01,3.953876278179552228e-02,4.530323981355569574e-01,3.820050609446234979e-03,nan,nan,nan,3.217685893619385507e+00
8.000000000000000000e+00,4.564945631544908421e-12,2.004799665594207454e+02,1.948314880044642550e+01,1.621431713775042027e+01,1.396239754965332480e+01,8.883724313835578812e+00,8.294086046580257943e+00,7.816024313959893277e+00,6.044945079602431548e+00,3.931934300636729773e+00,nan,nan,2.385876928266472685e-02,9.049401008322754958e-02,7.772696588095739934e-02,3.077887941453547049e-01,7.307133337324189792e-03,3.513216230442295362e-02,4.508294369134626667e-01,6.862728052585809202e-03,nan,nan,3.050967958379925182e+00
9.000000000000000000e+00,4.564787347854364642e-12,2.006119548963928594e+02,1.950331599633199886e+01,1.625799443829335189e+01,1.604141364984693752e+01,1.397489717595641956e+01,9.013712053090852550e+00,8.842413742704763990e+00,7.827915330981575437e+00,6.056828634938216993e+00,-2.222166501540101535e-02,nan,2.385150959022552808e-02,7.855813132101735485e-02,1.214787387088966941e-02,7.758848625031833368e-02,7.779154494420242871e-02,2.367646721511049712e-01,3.520591058518218741e-02,4.535741355718808654e-01,4.517735715178661238e-03,nan,2.091627324820037437e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
