0,124.95,0.5,239592.3955,22816.44422
1,149.95,0.5,625609.376,30455.27463
2,174.95,0.5,829407.8775,36209.35489
3,174.97,1,660297.9675,35259.43772
4,174.98,2,543215.7234,31591.39315
5,199.93,0.5,508504.8975,27844.059
6,199.93,0.5,316526.1743,22949.21558
7,224.84,0.25,548764.8837,29057.20979
8,224.92,0.5,646454.0948,30888.56622
9,249.81,0.25,848532.3478,36844.35828
10,249.92,0.5,809049.1492,36656.96079
11,249.93,0.5,472491.8798,26985.48439
12,274.87,0.25,792129.7557,35779.62198
13,274.64,0.5,817283.6807,39080.47789
14,299.8,0.25,1027303.779,40697.69161
15,299.9,0.5,1198472.16,45919.82914
16,324.85,0.333333333,2132407.263,57215.54172
17,349.8,0.25,3660762.07,76517.43375
18,349.9,0.5,4169662.619,82846.92605
19,374.39,0.1,2238230.99,64562.98214
20,374.81,0.25,4424095.551,89801.23909
21,399.47,0.1,4575282.055,87569.75656
22,399.82,0.25,8306119.292,144846.0412
23,424.76,0.25,13709451.73,192127.4742
24,424.89,0.5,14529969.82,199878.1323
25,449.75,0.25,12644026.57,192330.863
26,449.88,0.5,15865738.1,209995.2489
27,474.75,0.25,14071334.42,211383.1242
28,474.88,0.5,18820571.08,244685.3945
29,499.37,0.1,8315461.772,142416.6844
30,499.62,0.166666667,10492547.59,154383.5096
31,529.73,0.25,29676922.71,533703.4088
32,559.71,0.25,45785483.72,538747.7677
33,599.68,0.25,73000287.59,809626.3529
34,629.77,0.333333333,82427593.42,929214.403
35,669.73,0.333333333,68899921.22,766102.0959
36,699.75,0.333333333,36149490.78,430263.6375
37,749.83,0.5,30430516.94,378823.7811
38,774.78,0.5,8595912.948,143193.9184
39,799.49,0.25,4774641.166,94502.15577
40,829.46,0.25,7010037.324,126706.439
41,869.48,0.25,10095198.93,167930.5295
42,899.4,0.25,10040827.28,152171.1813
43,649.92,1,254232.2264,23421.55421
44,349.99,3,25517.37917,14288.94189
45,499.97,2,46946.89485,14255.7478
46,599.96,2,49406.1558,13364.58413
47,699.8,0.5,126889.5609,18532.53831
48,749.61,0.25,236552.0379,21014.73628
49,849.51,0.25,2244476.441,59075.14771
50,899.44,0.25,5618620.574,105928.9381
51,929.43,0.25,8718053.786,138564.178
52,959.41,0.25,11672897.99,173352.0509
53,999.41,0.25,21224075.42,285598.8661
54,1099.39,0.25,27017935.91,344754.2327
55,1099.59,0.5,17980819.78,242004.6625
56,1099.79,1,9367126.359,143383.1656
57,1149.47,0.25,2108953.885,53873.08216
58,1149.76,1,1374233.723,46917.02874
59,1149.33,1.5,126013.6295,16872.89892
60,1149.74,1.5,22379.76618,12388.73488
61,1149.76,2,14201.05653,12462.86286
