1.000000000000000000e+00,nan,6.537035126448898836e+01,-4.999975712118413185e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.452357614434277543e-02
2.000000000000000000e+00,nan,9.886097984123031779e+01,-5.319373287670892125e-01,-2.910754669482525259e+00,nan,nan,nan,nan,nan,nan,nan,nan,5.262107960348685332e-01,4.737892039651314668e-01,nan,nan,nan,nan,nan,nan,nan,nan,1.569322979828279875e-03
3.000000000000000000e+00,nan,1.573150269416579476e+02,1.041411802698311462e+01,4.885392624716192955e+00,2.242676203473127572e+00,nan,nan,nan,nan,nan,nan,nan,1.399609357628998074e-01,3.917023383771228717e-01,4.683367258599773209e-01,nan,nan,nan,nan,nan,nan,nan,2.135610052550905222e-04
4.000000000000000000e+00,nan,1.828212915111383836e+02,1.418500989631416154e+01,1.211381652477281534e+01,7.192011425895451282e+00,4.481401554423520395e+00,nan,nan,nan,nan,nan,nan,9.409648418254706881e-02,7.943419962016617930e-02,3.601011302923001756e-01,4.663681859049866318e-01,nan,nan,nan,nan,nan,nan,6.908993050805633781e-05
5.000000000000000000e+00,nan,1.956907204884190605e+02,1.882099559003657419e+01,1.562054210594140535e+01,1.343456693404070101e+01,8.363475493875334621e+00,5.612293683760846363e+00,nan,nan,nan,nan,nan,2.291167330586446615e-02,9.035781836503087305e-02,7.717504191769375410e-02,3.447781386471888698e-01,4.647773277642219814e-01,nan,nan,nan,nan,nan,9.663165640283168995e-06
6.000000000000000000e+00,nan,2.000588742175060020e+02,1.942468342539759263e+01,1.616215894593747393e+01,1.391661265180534102e+01,8.822058592489611328e+00,7.253944563805880819e+00,5.954659313348962257e+00,nan,nan,nan,nan,2.375139225404976351e-02,9.046413068365577459e-02,7.763973366605081416e-02,3.232837906116497462e-01,4.435748473586587082e-02,4.405034680487280863e-01,nan,nan,nan,nan,4.243162420701380506e-08
7.000000000000000000e+00,nan,2.000893625262423825e+02,1.942877791193258474e+01,1.616582563572281472e+01,1.391991602018745766e+01,8.828143480664241594e+00,7.780861153248473272e+00,6.907369802872942444e+00,5.938827665545343137e+00,nan,nan,nan,2.376184148122040263e-02,9.047017118750505515e-02,7.763876587120643880e-02,3.209793386893758371e-01,1.381007145392065816e-02,4.799522148410634292e-02,4.253445898326653207e-01,nan,nan,nan,3.277805877460486332e-08
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
