1.000000000000000000e+00,5.209675928470800718e-12,7.487453870276894463e+01,-3.752245132535387384e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.793186286417290103e+05
2.000000000000000000e+00,5.209685120136437907e-12,1.083846659019969820e+02,4.263617745581530727e+00,-6.210304615299442332e-01,nan,nan,nan,nan,nan,nan,nan,nan,1.467076175468319255e-01,8.532923824531680745e-01,nan,nan,nan,nan,nan,nan,nan,nan,5.419479667874076404e+05
3.000000000000000000e+00,5.209679834209809524e-12,1.652221545199504931e+02,1.124584589184657801e+01,5.545556105938928226e+00,3.458064774420073206e+00,nan,nan,nan,nan,nan,nan,nan,1.654943326306337337e-01,3.979036140104108554e-01,4.366020533589554109e-01,nan,nan,nan,nan,nan,nan,nan,7.506911188462829159e+04
4.000000000000000000e+00,5.209677336380278310e-12,1.855073462912957893e+02,1.452405134645290730e+01,1.239069300833237186e+01,7.407303931587811974e+00,5.208378649916532765e+00,nan,nan,nan,nan,nan,nan,1.051111158064598206e-01,8.481540749968763393e-02,3.833037187956657710e-01,4.267697578981868300e-01,nan,nan,nan,nan,nan,nan,2.703784020029949534e+04
5.000000000000000000e+00,5.209676296076939593e-12,1.981968914004851285e+02,1.921762140429320809e+01,1.591985113318364675e+01,1.370047099330216156e+01,8.613239827874984655e+00,6.401043766072074703e+00,nan,nan,nan,nan,nan,2.741559803989551680e-02,9.804166082614385047e-02,8.271264321899701732e-02,3.591704708575459981e-01,4.326596270574176728e-01,nan,nan,nan,nan,nan,4.209065215905900914e+03
6.000000000000000000e+00,5.209676235026991613e-12,1.994120061653065079e+02,2.377847321738990161e+01,1.933172713708344759e+01,1.607303593564662947e+01,1.383725139928267822e+01,8.731612048047633579e+00,6.523877947856561832e+00,nan,nan,nan,nan,1.101507984600580414e-02,2.548928018095125703e-02,9.675804115434222252e-02,8.203862452468624333e-02,3.557540774899676794e-01,4.289448968040467935e-01,nan,nan,nan,nan,3.037095698142662741e+02
7.000000000000000000e+00,5.215238626565513136e-12,1.996688314865758684e+02,2.371773064540760245e+01,1.937295103350090741e+01,1.610926440620763600e+01,1.387107660468113401e+01,8.765687911498165619e+00,6.660386791851490074e+00,5.850081807857769434e+00,nan,nan,nan,9.939343963923208403e-03,2.486164226175524572e-02,9.576262097945015261e-02,8.142483342076123343e-02,3.500204096612880011e-01,3.584422271825475903e-01,7.954892253027456839e-02,nan,nan,nan,2.100995630110268664e+01
8.000000000000000000e+00,5.215238944436226993e-12,2.000928773664456344e+02,2.378155905168691220e+01,1.943084054526985938e+01,1.616136321567682899e+01,1.616101955161546755e+01,1.391646815473992227e+01,8.818481772133026197e+00,6.934633521967491276e+00,6.260353856153663799e+00,nan,nan,9.989175800557636986e-03,2.497033019085431738e-02,1.833322765769407336e-02,7.752504256952963413e-02,8.148157949137158074e-02,3.437880768008851895e-01,2.052552939086051964e-01,2.386572735805023715e-01,nan,nan,1.361758557064161934e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
