1.000000000000000000e+00,nan,8.969543904170768656e+01,-2.677019949268867105e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.092863068244617963e+01
2.000000000000000000e+00,nan,1.181834090688973617e+02,5.217725569578181677e+00,-1.939858538128973464e-01,nan,nan,nan,nan,nan,nan,nan,nan,1.413402470293780855e-01,8.586597529706219145e-01,nan,nan,nan,nan,nan,nan,nan,nan,7.260495557341981154e+00
3.000000000000000000e+00,nan,1.401291158350443027e+02,8.420493537781087667e+00,3.116128317589534902e+00,7.283782885693845799e-01,nan,nan,nan,nan,nan,nan,nan,1.423878949230030777e-01,3.965037054078722201e-01,4.611083996691247577e-01,nan,nan,nan,nan,nan,nan,nan,4.226204609701483150e+00
4.000000000000000000e+00,nan,1.519218139791798876e+02,1.616658010848315286e+01,9.944649620698253756e+00,4.296553266914770575e+00,1.763066830614917535e+00,nan,nan,nan,nan,nan,nan,6.085195839080570490e-03,1.421787348779615656e-01,3.927332807894123312e-01,4.590027884935454772e-01,nan,nan,nan,nan,nan,nan,3.331495024591461629e+00
5.000000000000000000e+00,nan,1.952860992748045987e+02,2.280552745496204636e+01,1.572029371729188441e+01,1.340725205314472213e+01,8.338925756680836798e+00,5.583601116851578894e+00,nan,nan,nan,nan,nan,1.428435336471917116e-02,1.049092349374346478e-01,7.783921198036392042e-02,3.368337984363998228e-01,4.661334012810824934e-01,nan,nan,nan,nan,nan,1.874845673303894733e+00
6.000000000000000000e+00,nan,2.001422993196623281e+02,2.378477478170421122e+01,1.943566272098296821e+01,1.616897963573626029e+01,1.392112912257033486e+01,8.805837782904330169e+00,6.013303171810612469e+00,nan,nan,nan,nan,1.140208365316058847e-02,2.343224327995707679e-02,8.992598446812910540e-02,7.657426081190643607e-02,3.332344957367285310e-01,4.654309320501182068e-01,nan,nan,nan,nan,1.093257841699841887e-01
7.000000000000000000e+00,nan,2.002263109497228584e+02,2.379732477328381890e+01,1.944810116611304807e+01,1.617976210112535540e+01,1.393084449737960639e+01,8.836832372237854116e+00,7.259191689003763770e+00,5.969589704090584092e+00,nan,nan,nan,1.139991709349685856e-02,2.343815482072297840e-02,8.994032248214928194e-02,7.662715962415461712e-02,3.195257167334456527e-01,4.437480960647843808e-02,4.346939196395521732e-01,nan,nan,nan,2.028123891041511487e-02
8.000000000000000000e+00,nan,2.002267720531473287e+02,2.379739589771322272e+01,1.944817472511374845e+01,1.617982764196318612e+01,1.393089108423987632e+01,8.845025854425855982e+00,8.813853335815792889e+00,7.255204290769469821e+00,5.969428746584423351e+00,nan,nan,1.139990262668028054e-02,2.343811701717624096e-02,8.994051231616806419e-02,7.662796142080036121e-02,2.334729970545447175e-01,8.615077571472534723e-02,4.442089386081160551e-02,4.345488399890934383e-01,nan,nan,2.029476312670240937e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
