1.000000000000000000e+00,4.316922865853506307e-12,6.201717596996525117e+01,-4.999468844430331238e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.197955564275327139e+06
2.000000000000000000e+00,4.316937152222664549e-12,1.101172157708808470e+02,3.853418693117494076e-01,-2.816444620217479766e+00,nan,nan,nan,nan,nan,nan,nan,nan,4.915314994071327548e-01,5.084685005928673007e-01,nan,nan,nan,nan,nan,nan,nan,nan,4.682237991517573828e+05
3.000000000000000000e+00,4.316962607466576194e-12,1.644091012517187096e+02,1.111411309117221435e+01,5.477825995581913077e+00,2.397391418741154467e+00,nan,nan,nan,nan,nan,nan,nan,1.585047801336206819e-01,3.995604391459652849e-01,4.419347807204140333e-01,nan,nan,nan,nan,nan,nan,nan,7.028294003128928307e+04
4.000000000000000000e+00,4.316968553927530998e-12,1.868024414657224384e+02,1.468799726901570679e+01,1.254111167832864560e+01,7.541406875750215733e+00,4.432218052903866834e+00,nan,nan,nan,nan,nan,nan,1.017453472522929503e-01,8.350506837360410772e-02,3.773449160066569275e-01,4.374046683674459590e-01,nan,nan,nan,nan,nan,nan,2.092834333209747274e+04
5.000000000000000000e+00,4.316924196272259020e-12,1.979552836283553177e+02,1.913443949187198712e+01,1.589843463680916535e+01,1.368236405296259584e+01,8.572232935645892837e+00,5.499946839233896156e+00,nan,nan,nan,nan,nan,2.487854725067695227e-02,9.695739559389948692e-02,8.221517509044673488e-02,3.671599028534453524e-01,4.287889792115314735e-01,nan,nan,nan,nan,nan,2.320887081921066510e+03
6.000000000000000000e+00,4.338549479455552659e-12,1.999194689291228997e+02,1.941452514780998229e+01,1.614289331791663784e+01,1.389802661983184962e+01,8.797254007332114156e+00,6.317576881329049598e+00,5.115205268082210210e+00,nan,nan,nan,nan,2.475861464093415121e-02,9.603349980919750895e-02,8.146132479110990143e-02,3.463392289307659078e-01,2.157215860392863727e-01,2.356857457887061580e-01,nan,nan,nan,nan,1.729194782644732697e+01
7.000000000000000000e+00,4.337188233394884184e-12,2.003511586526811641e+02,1.947473003084498799e+01,1.619576012687726774e+01,1.394461437022498451e+01,8.857589803637708314e+00,7.742148159673710950e+00,5.925726547598181071e+00,-2.271524346642131320e+00,nan,nan,nan,2.486740921929159187e-02,9.612552902861415394e-02,8.150504253731183368e-02,3.341520976082933969e-01,2.982857119999132722e-02,3.911507655132971939e-01,4.237058489320044696e-02,nan,nan,nan,1.167240128129207655e+01
8.000000000000000000e+00,4.337185154854696406e-12,2.002558546645515776e+02,1.946152320111638190e+01,1.618413049726532904e+01,1.618065779225439371e+01,1.393434409331205970e+01,8.861141744551702004e+00,8.481901005743743838e+00,6.195703479203441333e+00,4.863233305759482761e+00,nan,nan,2.484989257266861928e-02,9.395120845405324772e-02,2.164251316839782557e-03,8.149598091512594289e-02,3.089919476858520309e-01,4.066091461545306984e-02,2.780816893066078155e-01,1.698041151333995469e-01,nan,nan,1.024343253182510693e+01
9.000000000000000000e+00,4.337668370281468057e-12,2.002705463053889616e+02,1.946361572604636336e+01,1.618585433998706691e+01,1.393585909372102272e+01,8.858609235348858135e+00,8.543467917960263946e+00,7.797026654616221464e+00,6.079330473632523990e+00,5.562038921484770526e+00,3.551596691466016864e+00,nan,2.484890154108726490e-02,9.610376981746887592e-02,8.149230496646325816e-02,3.146071439125646685e-01,2.767867463127254846e-02,1.227258951970916501e-02,3.261657961622528301e-01,3.949610935256026023e-02,7.733471009662107321e-02,nan,1.002179052690996208e+01
1.000000000000000000e+01,4.337894311581051890e-12,2.004265362872262415e+02,1.948588781869324649e+01,1.620665417458425139e+01,1.396547175945817898e+01,1.348570879614078422e+01,8.921019661653506461e+00,8.709417546418926293e+00,8.629577052420653871e+00,6.277691123590773969e+00,5.536262696251604609e+00,8.439683616335997840e-01,2.487402748541700515e-02,9.598393536357208156e-02,7.971631430768466586e-02,1.954221380044252054e-03,2.159336252679894264e-01,1.113484850464767639e-01,2.144516492906989313e-02,2.226699726198917428e-01,1.872944420540585408e-01,3.877981154579557277e-02,9.567471034728294299e+00
