2,99.99,0.5,416217.45,30037.58594,1
3,100,1,712482.399,40951.29395,1
4,100,2,1279457.485,47893.29028,1
5,69.93,1.333333333,152093.9681,24727.7863,1
6,69.97,2.666666667,289645.5332,28345.62828,1
7,69.98,4,291614.6137,29859.50391,1
8,90,2,481688.0018,33198.21795,1
9,90,3,708224.8075,39328.92974,1
10,100,3,1275936.333,50756.73815,1
11,119.98,1,1290828.21,46395.02499,1
12,119.99,2,2431336.199,67679.38237,1
13,119.99,3,2874581.432,67735.52483,1
14,139.97,1,2639192.641,67002.60658,1
15,139.99,2,4172213.088,88038.21372,1
16,139.99,3,4698138.044,91522.23963,1
17,159.97,1,3721358.412,86987.75415,1
18,159.99,2,5378826.1,110769.6109,1
19,159.99,3,5891289.451,115934.1194,1
20,179.97,1,4112433.201,95139.49814,1
21,179.99,2,6098365.35,127756.6171,1
22,179.99,3,6450346.986,123165.3016,1
23,199.96,1,4044442.413,94507.25999,1
24,199.98,2,6080441.011,116587.2878,1
25,199.99,3,6663823.257,127804.3523,1
26,249.91,0.5,14519032.27,230627.9185,1
27,249.95,1,4051207.372,92116.70692,1
28,299.91,0.5,6570312.482,121802.2336,1
29,299.96,1,4193046.534,89292.03724,1
30,324.9,0.5,1908325.746,60931.44259,1
31,324.95,1,1608812.319,52650.85678,1
32,349.9,0.5,638705.1055,37427.00713,1
33,349.95,1,567027.5284,37323.00476,1
34,334.95,1,152686.6305,26539.62972,1
35,309.95,1,50915.3286,22226.18472,1
36,289.97,1.5,37488.84941,22220.74415,1
37,249.98,1.5,6674.11755,21800.44047,1
38,249.98,2,15774.96781,21566.48302,1
39,214.99,3,0,21100.29344,1
40,264.98,2,19849.24904,21301.51315,1
41,284.97,1.5,28437.05501,21574.60853,1
42,299.96,1,45488.53662,21905.78833,1
43,329.95,1,69619.62706,23188.69663,1
44,359.95,1,149111.8989,25235.17432,1
45,379.95,1,130513.3952,26961.71419,1
46,399.94,1,144983.4758,25829.76012,1
