,TC,thr,M,delM,Tplot,Fi,Daa,Daa uncertainty,ln(D/a^2),ln(D/a^2)-del,ln(D/a^2)+del
29,1100,1.0,78557000.0,80371.0,7.282525579871098,0.9869769109246498,2.5879033350389207e-05,3.58811829654945e-08,-10.562077440250585,0.001386496260493241,0.001386496260493241
30,1100,2.0167,43824000.0,94423.0,7.282525579871098,0.9979328766342797,2.568667126793328e-05,3.915935167577051e-08,-10.569538328303842,0.0015245008303063487,0.0015245008303063487
31,1100,3.1167,7787600.0,21039.0,7.282525579871098,0.999879770540822,2.568682314296087e-05,2.6438613445949637e-08,-10.569532415720737,0.001029267546975531,0.001029267546975531
32,1100,8.85,480770.0,739.51,7.282525579871098,0.9999999626646404,2.5687166865099998e-05,6.615730100205305e-09,-10.569519034547147,0.0002575500106706513,0.0002575500106706513
33,1150,0.26667,54.841,0.18248,7.026666198222253,0.9999999763748476,4.8298880694022034e-05,1.3564189329810337e-07,-9.93810217161108,0.0028083858538546177,0.0028083858538546177
34,1175,0.25,41.525,0.085453,6.905362013603563,0.999999986756065,6.51576510723094e-05,1.1472134396836667e-07,-9.638700823494233,0.0017606734141022585,0.0017606734141022585
35,1200,0.25,28.518,0.04996,6.788174999151478,0.9999999938855428,8.70105474820409e-05,1.250850886583356e-07,-9.349481211232353,0.0014375853534785922,0.0014375853534785922
36,1225,0.98333,24.019,0.026676,6.674899042151987,0.999999999890274,0.00011507219979376865,6.585727574139892e-08,-9.069950802306606,0.000572312651182716,0.000572312651182716
37,1250,0.58333,0.41963,0.00090035,6.5653415618947575,0.9999999999951812,0.00015079857738227372,2.506267858054508e-07,-8.799565536239468,0.0016619970171874567,0.0016619970171874567
38,1275,0.26667,0.016263,9.3567e-05,6.4593224170784485,0.9999999999992469,0.00019589911738125373,8.374283716746627e-07,-8.5379107384795,0.004274794000449127,0.004274794000449127
39,1300,0.3,0.002808,2.2333e-05,6.356672917395035,0.9999999999999489,0.0002524537629490073,1.049147868191813e-06,-8.284282443050465,0.004155802060291447,0.004155802060291447
40,1550,0.25,0.00020428,1.8347e-06,5.485012204152154,1.0,inf,,inf,,
41,1550,0.25,0.0,0.0,5.485012204152154,1.0,,,,,
