,TC,thr,M,delM,Tplot,Fi,Daa,Daa uncertainty,ln(D/a^2),ln(D/a^2)-del,ln(D/a^2)+del
21,950,0.25,189220000.0,337110.0,8.175612148959653,0.7359933842191434,1.728231630945527e-05,3.0936698280750345e-08,-10.965826757885615,0.0017900782352782579,0.0017900782352782579
22,975,0.25,188360000.0,285920.0,8.011857549172776,0.7830836807255498,2.1186378427985895e-05,3.2168860088794216e-08,-10.762152109777029,0.001518374657478087,0.001518374657478087
23,1000,0.25,150500000.0,179480.0,7.854534029768684,0.8207089176347353,2.0941250994742475e-05,2.675981348692475e-08,-10.77378961243709,0.0012778517144769951,0.0012778517144769951
24,1025,0.25,96130000.0,169410.0,7.703270038131186,0.844741568957526,1.601092433563802e-05,2.873578049933058e-08,-11.042239297729177,0.0017947608705744026,0.0017947608705744026
25,1050,0.25,53883000.0,50006.0,7.557722102558288,0.858212403777311,1.0217778562823954e-05,1.1961847538180585e-08,-11.491381358574115,0.0011706896430210571,0.0011706896430210571
26,1075,0.25,37290000.0,52296.0,7.4175722286095755,0.8675349624772679,7.656661008787544e-06,1.2136874968411767e-08,-11.779934568879728,0.0015851393909802568,0.0015851393909802568
27,1100,0.25,37379000.0,57946.0,7.282525579871098,0.8768797713173241,8.235993275189671e-06,1.4261882154191278e-08,-11.706996585313188,0.0017316529625095928,0.0017316529625095928
28,1100,0.5,59621000.0,96502.0,7.282525579871098,0.8917851151695669,7.263739422219469e-06,1.299001412127527e-08,-11.832615789800528,0.0017883370212234445,0.0017883370212234445
29,1100,1.0,91742000.0,93861.0,7.282525579871098,0.9147207595849988,6.7037436241314355e-06,9.62485796398581e-09,-11.912844437739576,0.0014357437431436447,0.0014357437431436447
30,1100,2.0167,125770000.0,270980.0,7.282525579871098,0.9461634575655187,6.4193946009442645e-06,1.3579557925471839e-08,-11.956186743627166,0.0021153954180467963,0.0021153954180467963
31,1100,3.1167,109590000.0,296070.0,7.282525579871098,0.9735611300763335,6.421610063910779e-06,1.3856485015630705e-08,-11.955841682933501,0.0021577898498545806,0.0021577898498545806
32,1100,8.85,91716000.0,141080.0,7.282525579871098,0.9964902744508376,6.4217704235371706e-06,4.857982506100872e-09,-11.955816711373007,0.0007564864804720082,0.0007564864804720082
33,1150,0.26667,1517700.0,5049.9,7.026666198222253,0.9968697018399211,1.2074968353290921e-05,3.925082610718572e-08,-11.324375979274544,0.0032505945323234135,0.0032505945323234135
34,1175,0.25,1686700.0,3471.1,6.905362013603563,0.9972913794950355,1.628893299484734e-05,3.442074885573218e-08,-11.025024638118825,0.0021131371138072984,0.0021131371138072984
35,1200,0.25,1903600.0,3334.8,6.788174999151478,0.9977672824915825,2.1752533386731455e-05,4.0913246324617737e-08,-10.735780329661694,0.0018808497197652333,0.0018808497197652333
36,1225,0.98333,5662100.0,6288.3,6.674899042151987,0.9991828164045626,2.876818534361564e-05,4.647818575792801e-08,-10.456240456995053,0.0016156106199532202,0.0016156106199532202
37,1250,0.58333,1772400.0,3802.8,6.5653415618947575,0.9996259191945814,3.770095733917726e-05,1.2699997795432675e-07,-10.185825070220593,0.003368614139205258,0.003368614139205258
38,1275,0.26667,555520.0,3196.2,6.4593224170784485,0.9997648000690518,4.897508316901624e-05,3.2672178662759543e-07,-9.924198895941824,0.006671183905906949,0.006671183905906949
39,1300,0.3,460610.0,3663.4,6.356672917395035,0.9998799532941198,6.309636360018197e-05,5.528465872961305e-07,-9.67084741923491,0.008761940558085286,0.008761940558085286
40,1550,0.25,476330.0,4278.0,5.485012204152154,0.9999990365439335,0.0005432064252408001,2.0859626980813145e-05,-7.51802115329048,0.038400920923507484,0.038400920923507484
41,1550,0.25,3853.8,719.01,5.485012204152154,1.0,inf,,inf,,
